<node>	<field>	<description>	<type>	<terms>	<pattern>	<maximum>	<minimum>	<options1>	<options2>	<options3>	<options4>	<options5>	<options6>	<options7>	<options8>
behavior_questionnaire	propexp	"Took anti-HIV medications to prevent getting infected either before being exposed to HIV or following a possible exposure.
"	enum					No | Yes | Don't remember | Not applicable (HIV infected) 							
behavior_questionnaire	prop1med	"First taken anti-HIV medication.
"	enum					Truvada | Emtriva (FTC) | Viread(tenofovir) | Atripla | Epzicom | Isentress (Raltegravir) | Nevirapine (Viramune) | Norvir (Ritonavir) | Prezista (darunavir) | Reyataz (atazanavir) | Sustiva (efavirenz) | Other prescribed | Over-the-counter or herbal prep 							
behavior_questionnaire	prop2med	"Second taken anti-HIV medication.
"	enum					Truvada | Emtriva (FTC) | Viread(tenofovir) | Atripla | Epzicom | Isentress (Raltegravir) | Nevirapine (Viramune) | Norvir (Ritonavir) | Prezista (darunavir) | Reyataz (atazanavir) | Sustiva (efavirenz) | Other prescribed | Over-the-counter or herbal prep 							
behavior_questionnaire	prop3med	"Third taken anti-HIV medication.
"	enum					Truvada | Emtriva (FTC) | Viread(tenofovir) | Atripla | Epzicom | Isentress (Raltegravir) | Nevirapine (Viramune) | Norvir (Ritonavir) | Prezista (darunavir) | Reyataz (atazanavir) | Sustiva (efavirenz) | Other prescribed | Over-the-counter or herbal prep 							
behavior_questionnaire	prop1l6m	"First drug was used when suspected would be having sex or after sex
"	boolean												
behavior_questionnaire	prop1asex	"First drug was taken within 12 hours before having sex
"	boolean												
behavior_questionnaire	prop1bsex	"First drug was taken more than 12 hours before having sex
"	boolean												
behavior_questionnaire	prop1csex	"First drug was taken within 12 hours after having sex
"	boolean												
behavior_questionnaire	prop1frq	"Frequency using the first drug in the last six months
"	enum					Daily or almost daily | Once or Twice a week | At least once per month but less than weekly | Only once or twice in the last 6 months | Used in the last 2 years but not last 6 months 							
behavior_questionnaire	prop1ob1	"The first drug was prescribed by a doctor
"	boolean												
behavior_questionnaire	prop1ob2	"The first drug was part of a clinical research
"	boolean												
behavior_questionnaire	prop1ob3	"The first drug was provided by a sexual partner
"	boolean												
behavior_questionnaire	prop1ob4	"The first drug was obtained by a non-medical source
"	boolean												
behavior_questionnaire	prop2l6m	"Second drug was used when suspected would be having sex or after sex
"	boolean												
behavior_questionnaire	prop2asex	"Second drug was taken within 12 hours before having sex
"	boolean												
behavior_questionnaire	prop2bsex	"Second drug was taken more than 12 hours before having sex
"	boolean												
behavior_questionnaire	prop2csex	"Second drug was taken within 12 hours after having sex
"	boolean												
behavior_questionnaire	prop2frq	"Frequency using the second drug in the last six months
"	enum					Daily or almost daily | Once or Twice a week | At least once per month but less than weekly | Only once or twice in the last 6 months | Used in the last 2 years but not last 6 months 							
behavior_questionnaire	prop2ob1	"The second drug was prescribed by a doctor
"	boolean												
behavior_questionnaire	prop2ob2	"The second drug was part of a clinical research
"	boolean												
behavior_questionnaire	prop2ob3	"The second drug was provided by a sexual partner
"	boolean												
behavior_questionnaire	prop2ob4	"The second drug was obtained by a non-medical source
"	boolean												
behavior_questionnaire	prop3l6m	"Third drug was used when suspected would be having sex or after sex
"	boolean												
behavior_questionnaire	prop3asex	"Third drug was taken within 12 hours before having sex
"	boolean												
behavior_questionnaire	prop3bsex	"Third drug was taken more than 12 hours before having sex
"	boolean												
behavior_questionnaire	prop3csex	"Third drug was taken within 12 hours after having sex
"	boolean												
behavior_questionnaire	prop3frq	"Frequency using the third drug in the last six months
"	enum					Daily or almost daily | Once or Twice a week | At least once per month but less than weekly | Only once or twice in the last 6 months | Used in the last 2 years but not last 6 months 							
behavior_questionnaire	prop3ob1	"The third drug was prescribed by a doctor
"	boolean												
behavior_questionnaire	prop3ob2	"The third drug was part of a clinical research
"	boolean												
behavior_questionnaire	prop3ob3	"The third drug was provided by a sexual partner
"	boolean												
behavior_questionnaire	prop3ob4	"The third drug was obtained by a non-medical source
"	boolean												
behavior_questionnaire	incomnew	"Categories for current annual individual gross incomes before taxes
"	enum					Less than 10000 | 10000-19999 | 20000-29999 | 30000-39999 | 40000-49999 | 50000-59999 | 60000-99999 | 100000-149999 | 150000 or more | Does not wish to answer 							
behavior_questionnaire	fndif	"Financial difficulties meeting the basic expenses
"	boolean												
behavior_questionnaire	fndfl	"The financial difficulties are similar that last visit
"	enum					Less | Same | Greater 							
behavior_questionnaire	jobhi	"Employment status changed for any reason related to HIV disease
"	boolean												
behavior_questionnaire	tsick	"Reason for employment changes was to become too sick
"	boolean												
behavior_questionnaire	retey	"Reason for employment changes was for early retirement
"	boolean												
behavior_questionnaire	jobpe	"Reason for employment changes was a personal decision
"	boolean												
behavior_questionnaire	jobot	"Other reasons not specified to change employment
"	boolean												
behavior_questionnaire	esmok	"Ever smoked cigarettes
"	boolean												
behavior_questionnaire	smokm	"Percentage of the entire time moking cigarettes
"	enum					100-75% | Less than 75% | Less than 25% 							
behavior_questionnaire	smokn	"Currently smoking cigarettes
"	enum					Yes | No | Occasionally 							
behavior_questionnaire	packs	"Number of packs smoked per day
"	enum					Less than 1/2 | At least 1/2 but less than one | At least 1 but less than 2 | 2 or more packs 							
behavior_questionnaire	smokhm	"Number of months living in a household with at least one other cigarette smoker
"	integer												
behavior_questionnaire	fadrnk	"Frequency drinking alcohol in the last 6 months
"	enum					Never | Less than monthly | Monthly | Weekly | Daily or almost daily 							
behavior_questionnaire	nadrnk	"Number of drinks containing alcohol on a typical day
"	enum					1-2 | 3-4 | 5-6 | 7-9 | 10 or more | None 							
behavior_questionnaire	drnk6	"Frequency drinking six or more drinks containing alcohol in the past 6 months
"	enum					Never | Less than monthly | Monthly | Weekly | Daily or almost daily 							
behavior_questionnaire	altsv	"Need any alcohol treatment program since the last visit
"	boolean												
behavior_questionnaire	sexav	"Engaged in any sort of sexual activities with another person since the last visit
"	boolean												
behavior_questionnaire	sexvf	"Had any sort of sexual activities with a woman since the last visit
"	boolean												
behavior_questionnaire	nsexf	"Number of sexual intercourses with women since the last visit
"	integer												
behavior_questionnaire	nsxaf	"Number of sexual activities without including intercourse with women since the last visit
"	integer												
behavior_questionnaire	fprt1	"Description of the woman (in case sexual intercourses only with one woman)
"	enum					Main partner | Casual partner 							
behavior_questionnaire	fprtm	"Consider any of the women with sexual intercourses a partner
"	boolean												
behavior_questionnaire	mpfiv	"Had unprotected sexual intercourses with your main female partner
"	boolean												
behavior_questionnaire	mphivf	"HIV status of main female partner
"	enum					Positive | Negative | Unknown 							
behavior_questionnaire	oinf1	"The sexual intercourse with the main partner included oral sex
"	boolean												
behavior_questionnaire	noinf	"Number of sexual intercourses including oral sex
"	integer												
behavior_questionnaire	vinf1	"The sexual intercourse with the main partner included vaginal sex
"	boolean												
behavior_questionnaire	nvinf	"Number of sexual intercourses including vaginal sex
"	integer												
behavior_questionnaire	cvif1	"Used condom for vaginal sex every time with the main partner
"	boolean												
behavior_questionnaire	ncvif	"Number of sexual intercourses with vaginal sex using condom
"	integer												
behavior_questionnaire	ainf1	"The sexual intercourse with the main partner included anal sex
"	boolean												
behavior_questionnaire	nainf	"Number of sexual intercourses including anal sex
"	integer												
behavior_questionnaire	caif1	"Used condom for anal sex every time with the main partner
"	boolean												
behavior_questionnaire	ncaif	"Number of sexual intercourses with anal sex using condom
"	integer												
behavior_questionnaire	dwkw1	"The sexual intercourse with the main partner included deep wet kissing (including tongue into other's mouth)
"	boolean												
behavior_questionnaire	ndwkw	"Number of sexual intercourses including deep wet kissing (including tongue into other's mouth)
"	integer												
behavior_questionnaire	sexvm	"Had any sort of sexual activities with a man since the last visit
"	boolean												
behavior_questionnaire	nsexm	"Number of sexual intercourses with men since the last visit
"	integer												
behavior_questionnaire	nnsxm	"Number of sexual activities without including intercourse with men since the last visit
"	integer												
behavior_questionnaire	mprt1	"Description of the man (in case sexual intercourses only with one man)
"	enum					Main partner | Casual partner 							
behavior_questionnaire	mprtm	"Consider any of the men with sexual intercourses a partner
"	boolean												
behavior_questionnaire	mpmiv	"Had unprotected sexual intercourses with your main male partner
"	boolean												
behavior_questionnaire	mphivm	"HIV status of main male partner
"	enum					Positive | Negative | Unknown 							
behavior_questionnaire	orin1	"The sexual intercourse with the main male partner included oral sex
"	boolean												
behavior_questionnaire	noinm	"Number of sexual intercourses with men including oral sex
"	integer												
behavior_questionnaire	anin1	"The sexual intercourse with the main male partner included anal sex
"	boolean												
behavior_questionnaire	nainm	"Number of sexual intercourses with men including anal sex
"	integer												
behavior_questionnaire	ncaim	"Number of sexual intercourses with anal sex with men using condom
"	integer												
behavior_questionnaire	hpaim	"Had sexual intercourses including unprotected anal sex with HIV positive men
"	boolean												
behavior_questionnaire	hnaim	"Had sexual intercourses including unprotected anal sex with HIV negative men
"	boolean												
behavior_questionnaire	huaim	"Had sexual intercourses including unprotected anal sex without knowing HIV status
"	boolean												
behavior_questionnaire	naejm	"Number of men with anus ejaculation without using condom
"	integer												
behavior_questionnaire	cain1	"Had unprotected anal sex with main male partner
"	boolean												
behavior_questionnaire	hivstat1	"Main male partner status when had unprotected anal sex
"	enum					Positive | Negative | Unknown 							
behavior_questionnaire	aejm1	"Had anus ejaculation without using condom with main male partner
"	boolean												
behavior_questionnaire	metplv	"Had met new partners to have sexual intercourse since the last visit
"	boolean												
behavior_questionnaire	metplvhow	"Place where the last new partner was met
"	enum					on the internet | at a circuit party | through and advertisement | at a bar | at a bath house | in a park or other outdoor public place | in a bathroom | bookstore or other indoor public place | at a place where drugs were used or exchanged | group or sex party | other place 							
mental_health_questionnaire	freq_bothering	"Frequency of feeling bothered in the past week.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_not_eating	"Frequency of not feeling like eating.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_blue	"Frequency of feeling blue.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_as_good	"Frequency of feeling as good as others.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_focused	"Frequency trouble keeping the mind on what doing.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_depressed	"Frequency feeling depressed.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_effort	"Frequency everything effort.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_hopeful	"Frequency hopeful for future.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_life_failure	"Frequency thought life was failure.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_fearful	"Frequency fearful.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_restless	"Frequency restless sleep.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_happy	"Frequency happy.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_talked_less	"Frequency talked less.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_lonely	"Frequency lonely.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_unfriendly	"Frequency people unfriendly.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_enjoy_life	"Frequency enjoyed life.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_crying	"Frequency crying spells.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_sadness	"Frequency sadness.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_disliked	"Frequency disliked.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	freq_not_going	"Frequency of feeling could not get going.
"	enum					Rarely | Some | Occasionally | Most 							
mental_health_questionnaire	life_feeling	"Feeling description about life as a whole
"	enum					Delighted | Pleased | Mostly satisfied | Mixed | Mostly dissatisfied | Unhappy | Terrible 							
mental_health_questionnaire	freq_fresh_rested	"Frequency waking up fresh and rested during the past month
"	enum					None | Rarely | Less than half the time | Fairly often | Mostly every data | Every day 							
mental_health_questionnaire	run_own_life	"Ability to run your own life
"	boolean												
mental_health_questionnaire	worth_feeling	"Feeling about being a person of worth, at least as much as others
"	enum					Always true | Often true | Sometimes true | Rarely true | Never true 							
mental_health_questionnaire	talk_support	"Number of people the subject can count on for understanding and support
"	enum					"No one | One person | 2-3 people | 4-5 people"" | >6 people "							
imaging_study	x_ray_count	"Count of X-rays
"	integer												
imaging_study	ct_count	"Count of CT Scan images
"	integer												
mutation_panel	data_category		enum	_terms.yaml#/data_category				Individual Mutation Panel | Aggregated Mutation Panel 							
mutation_panel	data_type		enum	_terms.yaml#/data_type				Mutation Panel 							
mutation_panel	data_format		enum	_terms.yaml#/data_format				TSV | TXT | CSV 							
submitted_somatic_mutation	type		enum					submitted_somatic_mutation 							
submitted_somatic_mutation	data_category		string	_terms.yaml#/data_category											
submitted_somatic_mutation	data_type		string	_terms.yaml#/data_type											
submitted_somatic_mutation	data_format		string	_terms.yaml#/data_format											
submitted_somatic_mutation	experimental_strategy		string	_terms.yaml#/experimental_strategy											
submitted_somatic_mutation	total_variants	The total number of variants detected carrying a base change difference from the reference genome.	integer												
mrna_microarray	type		enum					mrna_microarray 							
mrna_microarray	data_category		enum	_terms.yaml#/data_category				Transcriptome Profiling 							
mrna_microarray	data_type		enum	_terms.yaml#/data_type				mRNA Expression Quantification 							
mrna_microarray	data_format		enum	_terms.yaml#/data_format				TXT | TSV | CSV 							
mrna_microarray	experimental_strategy		enum	_terms.yaml#/experimental_strategy				RNA-microarray 							
demographic	bmi	"The body mass divided by the square of the body height expressed in units of kg/m^2.
"	number	_terms.yaml#/C138901 											
demographic	country_of_birth	"Country of birth
"	string	_terms.yaml#/C25155 ,_terms.yaml#/C25464 											
demographic	gender		enum	_terms.yaml#/gender				female {_terms.yaml#/C46110, } | male {_terms.yaml#/C84364, } | unknown {_terms.yaml#/C17998, } | unspecified {_terms.yaml#/C38046, } | not reported {_terms.yaml#/C43234, } 							
demographic	race		enum	_terms.yaml#/race				Asian {_terms.yaml#/C41260, } | White {_terms.yaml#/C41261, } | Black {_terms.yaml#/C128938, } | Multi-racial {_terms.yaml#/C104495, } | Asian/Pacific Islander {_terms.yaml#/C41219, } | American Indian or Alaskan Native {_terms.yaml#/C41259, _terms.yaml#/C41259, } | Unspecified {_terms.yaml#/C38046, } | Unknown {_terms.yaml#/C17998, } | Other {_terms.yaml#/C17649, } 							
demographic	ethnicity		enum	_terms.yaml#/ethnicity				Hispanic or Latino {_terms.yaml#/C17459, } | Not Hispanic or Latino {_terms.yaml#/C41222, } | Unknown {_terms.yaml#/C17998, } | Other {_terms.yaml#/C17649, } 							
demographic	caribbean_islander	"Caribbean precedence
"	enum					Not Caribbean island origin | Caribbean island origin 							
demographic	sexual_orientation	"Definition of sexual orientation
"	enum	_terms.yaml#/C84361 				Heterosexual {_terms.yaml#/C84362, } | Bisexual {_terms.yaml#/C84364, } | Lesbian/Gay {_terms.yaml#/C84363, } | Other {_terms.yaml#/C17649, } | Refusal {_terms.yaml#/C110959, } | Unknown {_terms.yaml#/C17998, } 							
demographic	vital_status		enum	_terms.yaml#/vital_status				Alive | Dead | Lost to Follow-up | Unknown 							
demographic	year_of_birth		['number', 'null']	_terms.yaml#/year_of_birth											
demographic	year_of_death		number	_terms.yaml#/year_of_death											
demographic	human_age_at_index	"The participant's age (in years) on the reference or anchor date used during date obfuscation. If this age is greater than 89 years, see 'human_age_at_index_gt89'.
"	['number', 'null']	_terms.yaml#/C14225 ,_terms.yaml#/C37908 ,_terms.yaml#/C25390 		89	0								
demographic	human_age_at_index_gt89	"Indicate if the participant's age (in years) on the reference or anchor date used during date obfuscation is greater than 89 years.
"	enum					Yes | No 							
demographic	isolation_country	"The country in which the bacteria was isolated.
"	string												
demographic	rodent_age_at_index	"""The rodent's age (in weeks) on the reference or anchor date used during date obfuscation""
"	number	_terms.yaml#/C14270 ,_terms.yaml#/C37908 ,_terms.yaml#/C25390 											
summary_socio_demographic	marstat	"Marital status (F21/MAR_SD)
"	enum					Legally/common-law married | Not married but living with partner | Widowed | Divorced/Annulled | Separated | Never married | Other | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	marsp	"Specify other marital status (F21/MRSPSD)
"	string												
summary_socio_demographic	resid	"Place of residence (F21/ RES_SD)
"	enum					Own house/apartment | Parent's house | Someone else's house/apartment | Rooming/boarding/halfway house | Shelter/welfare hotel | Street | Jail/Correctional facility | Residential drug/alcohol treatment facility | Other place | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	residsp	"Specify other place of residence (F21/RESPSD)
"	string												
summary_socio_demographic	employ	"Participant currently employed (F21/EMP_SD)
"	enum					Yes | No | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	insurance	"Participant currently has insurance
"	enum					Yes | No | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	income	"Average household income/year
"	enum					$6000 or less | $6001-$12000 | $12001-$18000 | $18001-$24000 | $24001-$30000 | $30001-$36000 | $36001-$75000 | > $75000 | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	drink_status	"Current Alcohol Use (If > 0 drinks then Yes)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	ndrnkwk	"Number of drinks/week since last visit
"	number												
summary_socio_demographic	drinkcat	"Alcohol Use Categories
"	enum					Abstainer | >0-7 drinks/wk | >7-12 drinks/wk | >12 drinks/wk | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	smoke_status	"Current cigarette smoking status
"	enum					Not currently smoking | Currently smoking | Not currently smoking based on last report/visit | Currently smoking based on last report/visit 							
summary_socio_demographic	smkhist	"Number of years smoked cigarettes. If the number is greater than 89 years, see 'smkhist_gt89'.
"	number			89	0								
summary_socio_demographic	smkhist_gt89	"Indicate whether the 'Number of years smoked cigarettes' is greater than 89 years.
"	enum					Yes | No 							
summary_socio_demographic	smkgrp	"History of Smoking cigarettes status
"	enum					Never smoker | Current smoker | Former smoker (SMKHIST>0 and CURSMOKE=0 or 10) | Cannot determine 							
summary_socio_demographic	potuse	"Use marijuana/hash since last visit
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	crackuse	"Use crack/freebase cocaine since last visit
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	cocuse	"Use cocaine since last visit
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	heruse	"Use heroin since last visit
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	mdonuse	"Use (illicit) Methadone since last visit
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	mthause	"Use Methamphetamines since last visit (V21+)
"	boolean												
summary_socio_demographic	odrguse	"Use amphetamines (pre-V21), narcotics (pre-V21), hallucinogens, other drugs (V39+) since last visit
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	idu	"Injected drugs since last visit (based on self-report, INJEBH, INJCBH)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	nidu	"Non-injected recreational drugs used since last visit. Includes CCH use, any marijuana use, hallucinogens, club drugs, methamphetamines.
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	recrxuse	"Use of prescription drugs in a way not prescribed (methadone, amphetamines (V21+ ), Other Narcotic use (V21+), tranquilizers (V39+)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	mdonrxuse	"In methadone maintenance program or reported prescribed use of methadone since last visit (F04/F24/ F24BEH,F22/F22MED,Drug2)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	sbxnrxuse	"In suboxone maintenance program (V39+) or reported prescribed use of suboxone since last visit (F22s4/ F22MEDs4, F22s6/F22MEDs6)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	msex6mo	"Number of men sexual intercourse partners since last visit
"	integer												
summary_socio_demographic	fsex6mo	"Number of female sexual intercourse partners since last visit
"	integer												
summary_socio_demographic	physf	"Physical function (F26/B7a-d)
"	number												
summary_socio_demographic	rolef	"Role function (F26/B2,B5)
"	integer												
summary_socio_demographic	enfat	"Energy/Fatigue function (F26/ B8f,g
"	integer												
summary_socio_demographic	soclf	"Social function (F26/B4,B8a)
"	number												
summary_socio_demographic	cognf	"Cognitive function (F26/B8b-c)
"	integer												
summary_socio_demographic	pain	"Pain (F26/B3,B6)
"	number												
summary_socio_demographic	emotl	"Emotional wellbeing (F26/B8d- e,h)
"	number												
summary_socio_demographic	hlthp	"Health perception (F26/B1,B9a- b)
"	number												
summary_socio_demographic	hlthr	"Health rating (F26/B10)
"	number												
summary_socio_demographic	qlindx	"Quality of life health index scale (.2*physf +.17*pain + .28*enfat +.2*emotl + .05*soclf + .1*rolef)
"	number												
summary_socio_demographic	cesd	"Overall depression score (F26/ C1-C20). If CESD >= 16 then depressed.
"	integer												
summary_socio_demographic	lang	"Interview language preference
"	enum					English | Spanish | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	ageatbl	"Age at Baseline visit. If the age at baseline visit is greater than 89, see 'ageatbl_gt89'.
"	number			89	0								
summary_socio_demographic	ageatbl_gt89	"Indicate whether the Age at Baseline visit is greater than 89.
"	enum					Yes | No 							
summary_socio_demographic	eductn	"Highest level of education (baseline visit)
"	enum					No schooling | Grades 1-6 | Grades 7-11 | Completed high school | Some college | Completed 4 years of college | Attended/Completed graduate school | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	sexident	"Sexual identity (baseline visit)
"	enum					Heterosexual/Straight | Bisexual | Lesbian/Gay | Other | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	basepot	"Ever used marijuana/hash (baseline visit)
"	boolean												
summary_socio_demographic	basecch	"Ever used crack/cocaine/ heroin (baseline visit)
"	boolean												
summary_socio_demographic	basecrack	"Ever used crack/freebase cocaine (baseline visit, not asked separately of 1994/95 recruits)
"	enum					Yes | No | Not asked separately for 1994/95 recruits (see BASECCH) 							
summary_socio_demographic	basecoc	"Ever used cocaine (baseline visit, not asked separately of 1994/95 recruits)
"	enum					Yes | No | Not asked separately for 1994/95 recruits (see BASECCH) 							
summary_socio_demographic	baseher	"Ever used heroin (baseline visit, not asked separately of 1994/95 recruits)
"	enum					Yes | No | Not asked separately for 1994/95 recruits (see BASECCH) 							
summary_socio_demographic	basemdon	"Ever used (illicit) methadone (baseline visit)
"	boolean												
summary_socio_demographic	baseidu	"Participant ever injected drugs (baseline visit, based on self-report, F00/IDU_SC, F20/IDU_NR, INJCNR)
"	boolean												
summary_socio_demographic	basenidu	"Non-injected recreational drugs ever used (baseline visit). Baseline rec drug use questions change over time. This may include CCH use, amphetamines, any marijuana, use, hallucinogens, club drugs, methamphetamines.
"	boolean												
summary_socio_demographic	basemdonrx	"Ever in methadone maintenance program or reported prescribed use of methadone at baseline visit
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	basesbxnrx	"Ever in suboxone maintenance program (V39+) or reported prescribed use of suboxone at baseline visit
"	enum					Yes | No | Not asked at B/L for 1994/95, 2001/02, 2011-13 recruits | Refusal | Unknown | Missing 							
summary_socio_demographic	basesex	"Number of sex partners (baseline visit)
"	enum					0 or no partners | 1 to 4 partners | 5 to 10 partners | 11 to 100 partners | More than 100 partners | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	basetran	"Blood transfusion between 1975-1985 (baseline visit)
"	enum					Yes | No | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	basemsex	"# lifetime male sex partners (baseline visit)
"	integer												
summary_socio_demographic	baseminj	"Ever had sex with male who injected (baseline visit)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	basemhem	"Ever had sex with male hemophiliac (baseline visit)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	basemhiv	"Ever had sex with HIV+ male (baseline visit)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	basemman	"Ever sex w/male who had sex w/ male (baseline visit)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	basefsex	"# lifetime female partners (baseline visit)
"	integer												
summary_socio_demographic	basefinj	"Ever had sex with woman who injected (baseline visit)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	basefhiv	"Ever had sex with HIV+ woman (baseline visit)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	paidsex	"Ever had sex for drugs,money, shelter (baseline visit)
"	enum					Yes | No | NA (Skipped) | Refusal | Unknown | Missing 							
summary_socio_demographic	riskcat	"Exposure Category(baseline visit)
"	enum					Intravenous drug use | Heterosexual risk | Transfusion risk | No identified risk | Missing 							
summary_socio_demographic	v17idu	"Participant ever injected drugs (Reported visit 17)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	v20evndl	"Participant ever used a needle AFTER another user (Reported vis 20)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	v24idu	"Participant ever injected drugs (Reported visit 24)
"	enum					Yes | No | Refusal | Unknown | Missing 							
summary_socio_demographic	version	"Version number of data
"	string												
summary_socio_demographic	number_of_daily_contacts	"Number of daily contacts an individual with TB has
"	integer												
summary_socio_demographic	ex_prisoner	"Social risk factors for a patient (yes or no) as ex prisoner
"	boolean												
summary_socio_demographic	cokmtc	"Documented contact of known MDR TB Case
"	boolean												
summary_socio_demographic	homeless	"homeless status
"	boolean												
summary_socio_demographic	worked_abroad	"whether worked abroad
"	boolean												
summary_socio_demographic	tb_care_worker	"whether have been a tuberculosis care worker
"	boolean												
submitted_aligned_reads	type		enum					submitted_aligned_reads 							
submitted_aligned_reads	data_category		enum	_terms.yaml#/data_category				Sequencing Data | Sequencing Reads | Raw Sequencing Data 							
submitted_aligned_reads	data_type		enum	_terms.yaml#/data_type				Aligned Reads | Alignment Coordinates 							
submitted_aligned_reads	data_format		enum	_terms.yaml#/data_format				BAM | BED 							
submitted_aligned_reads	experimental_strategy		enum	_terms.yaml#/experimental_strategy				WGS | WXS | Low Pass WGS | Validation | RNA-Seq | miRNA-Seq | Total RNA-Seq | DNA Panel 							
submitted_copy_number	type		enum					submitted_copy_number 							
submitted_copy_number	data_category		string	_terms.yaml#/data_category											
submitted_copy_number	data_type		string	_terms.yaml#/data_type											
submitted_copy_number	data_format		string	_terms.yaml#/data_format											
submitted_copy_number	experimental_strategy		string	_terms.yaml#/experimental_strategy											
sample	type		string												
sample	id			_definitions.yaml#/UUID											
sample	state			_definitions.yaml#/state											
sample	submitter_id	"The legacy barcode used before prior to the use UUIDs, varies by project. For TCGA this is bcrsamplebarcode.
"	['string', 'null']												
